Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3177,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,Voluntary,Detail see down common great on especially.
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3178,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,Voluntary,Decision decade approach.
21,No,Travel_Rarely,Sales,16,2,Life Sciences,3179,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,Involuntary,Heart certainly computer beat where pull.
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3180,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,Unk,
22,No,Travel_Rarely,Research & Development,2,2,Medical,3181,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,Unk,
33,No,Travel_Rarely,Sales,13,4,Marketing,3182,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,Unk,
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3183,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,Unk,
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,3184,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,Resignation,Party employee page half young budget.
53,No,Travel_Rarely,Research & Development,24,3,Other,3185,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,Unk,
34,No,Travel_Rarely,Research & Development,1,5,Medical,3186,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,Unk,
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,3187,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,Retirement,Audience run degree that your beyond cell.
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3188,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,Retirement,Environment state tax sound stop group doctor.
37,No,Travel_Rarely,Research & Development,4,3,Medical,3189,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,Resignation,Lot as card response consumer.
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3190,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,Unk,
35,No,Travel_Rarely,Research & Development,10,5,Medical,3191,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,Unk,
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,3192,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,Unk,
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,3193,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,Involuntary,Medical message face development moment because.
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3194,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,Unk,
27,No,Travel_Rarely,Sales,9,3,Marketing,3195,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,Unk,
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,3196,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,Resignation,Board up meet away firm yet human find.
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,3197,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,Resignation,Memory theory thank past could.
35,No,Non-Travel,Research & Development,2,1,Medical,3198,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,Resignation,Who few sport business various.
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3199,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,Unk,
25,No,Travel_Rarely,Research & Development,11,3,Medical,3200,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,Unk,
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3201,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,Involuntary,Smile most around.
29,No,Travel_Frequently,Sales,2,4,Life Sciences,3202,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,Involuntary,Region hit sense national about.
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,3203,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,Unk,
27,No,Travel_Frequently,Sales,4,3,Technical Degree,3204,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,Unk,
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3205,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,Retirement,Activity pay wall start cause.
50,No,Travel_Rarely,Sales,5,3,Medical,3206,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,Resignation,Statement would join music great dark.
34,No,Travel_Rarely,Research & Development,18,1,Medical,3207,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,Unk,
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,3208,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,Unk,
39,No,Travel_Rarely,Research & Development,12,5,Medical,3209,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,Unk,
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3210,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,Unk,
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,3211,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,Involuntary,Author hotel car care special organization.
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3212,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,Unk,
27,No,Travel_Rarely,Research & Development,10,3,Medical,3213,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,Voluntary,Hard way effort wear physical. Want between grow.
32,No,Travel_Rarely,Sales,1,3,Medical,3214,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,Unk,
47,No,Travel_Rarely,Research & Development,2,3,Medical,3215,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,Involuntary,Movie before ability. Seem watch deal center.
40,No,Travel_Frequently,Research & Development,3,4,Medical,3216,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,Retirement,Offer performance arrive travel.
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,3217,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,Retirement,Top seem police tree against.
41,No,Travel_Rarely,Sales,6,3,Medical,3218,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,Unk,
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,3219,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,Unk,
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,3220,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,Unk,
41,No,Travel_Rarely,Research & Development,3,3,Medical,3221,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,Resignation,Visit you let sort amount visit.
50,No,Travel_Rarely,Sales,9,3,Life Sciences,3222,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,Unk,
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,3223,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,Unk,
36,No,Non-Travel,Research & Development,10,4,Technical Degree,3224,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,Unk,
38,No,Travel_Rarely,Research & Development,1,3,Medical,3225,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,Voluntary,Mention adult treatment old play.
44,No,Non-Travel,Research & Development,8,2,Life Sciences,3226,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,Unk,
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3227,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,Involuntary,Can last meet shake imagine he.
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3228,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,Unk,
29,No,Travel_Rarely,Research & Development,1,2,Medical,3229,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,Involuntary,After draw carry north federal region recently.
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,3230,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,Unk,
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,3231,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,Unk,
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,3232,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,Unk,
23,No,Travel_Rarely,Sales,13,3,Marketing,3233,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,Unk,
39,No,Travel_Rarely,Sales,2,4,Marketing,3234,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,Unk,
56,No,Travel_Rarely,Research & Development,2,4,Medical,3235,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,Resignation,Break price parent seat natural whatever.
40,No,Travel_Rarely,Sales,9,3,Marketing,3236,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,Unk,
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3237,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,Unk,
29,No,Travel_Rarely,Sales,20,3,Marketing,3238,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,Unk,
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3239,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,Unk,
35,No,Non-Travel,Research & Development,5,1,Medical,3240,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,Voluntary,Dinner teach cover later.
32,No,Travel_Frequently,Sales,4,4,Life Sciences,3241,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,Retirement,Debate want series success above.
38,No,Travel_Rarely,Sales,10,3,Medical,3242,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,Unk,
34,No,Travel_Rarely,Research & Development,20,3,Medical,3243,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,Unk,
52,No,Travel_Rarely,Sales,21,5,Technical Degree,3244,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,Voluntary,Another instead but house six make citizen.
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,3245,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,Involuntary,Game reach not save individual.
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3246,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,Unk,
45,No,Travel_Rarely,Sales,2,3,Life Sciences,3247,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,Retirement,Vote yard sign address lead knowledge front.
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,3248,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,Resignation,Risk hundred social.
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,3249,Male,1,Research Director,Single,27740,4,13,1,8,2,5,1,3,Involuntary,World area thus attention start.
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,3250,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,Unk,
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,3251,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,Unk,
36,No,Non-Travel,Research & Development,7,2,Life Sciences,3252,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,Unk,
52,No,Non-Travel,Research & Development,1,4,Life Sciences,3253,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,Retirement,Exactly fear as speech.
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,3254,Male,1,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0,Unk,
29,No,Travel_Rarely,Research & Development,10,2,Medical,3255,Male,3,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1,Unk,
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,3256,Male,2,Laboratory Technician,Single,26130,6,19,1,6,2,4,1,2,Unk,
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,3257,Male,2,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3,Unk,
54,No,Travel_Rarely,Research & Development,18,4,Medical,3258,Female,2,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4,Retirement,Music society money product next.
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,3259,Female,4,Research Scientist,Married,195370,0,12,0,5,5,4,1,1,Involuntary,Member success us future a song every.
37,No,Travel_Rarely,Sales,2,4,Technical Degree,3260,Male,2,Manufacturing Director,Divorced,61720,0,11,0,6,1,5,4,3,Resignation,Idea why card study body commercial.
38,No,Travel_Frequently,Sales,2,4,Life Sciences,3261,Female,2,Research Scientist,Single,23680,6,11,1,17,3,15,4,12,Unk,
34,No,Travel_Rarely,Sales,2,3,Marketing,3262,Male,1,Sales Representative,Single,103120,1,12,0,6,2,6,1,3,Resignation,Amount address then peace deep community own six.
35,No,Travel_Rarely,Research & Development,5,4,Medical,3263,Male,3,Manager,Married,16750,1,16,0,3,6,3,0,2,Retirement,Thing stock near question mouth.
30,No,Travel_Rarely,Research & Development,20,3,Medical,3264,Male,1,Laboratory Technician,Married,25230,3,13,1,7,2,2,0,2,Voluntary,Decade structure outside I world agent treat.
40,No,Travel_Frequently,Research & Development,10,4,Medical,3265,Male,2,Manufacturing Director,Married,65670,1,13,1,8,3,8,3,7,Unk,
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3266,Male,3,Healthcare Representative,Married,47390,5,24,2,6,2,3,1,2,Unk,
42,No,Travel_Frequently,Research & Development,9,4,Medical,3267,Male,1,Manufacturing Director,Divorced,92080,1,15,1,24,2,24,14,9,Involuntary,Art decade agreement bank.
23,Yes,Travel_Rarely,Sales,2,3,Medical,3268,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,0,0,0,Voluntary,Few attorney all campaign town reflect behavior.
24,No,Non-Travel,Sales,1,5,Marketing,3269,Female,1,Manufacturing Director,Divorced,81890,1,14,1,1,3,1,0,0,Unk,
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,3270,Male,2,Manufacturing Director,Married,29420,8,11,1,9,1,5,1,4,Retirement,He PM simply interesting.
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3271,Male,2,Sales Executive,Married,49410,5,11,1,30,3,4,0,3,Unk,
29,Yes,Travel_Rarely,Sales,2,4,Marketing,3272,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,Retirement,Seek reason commercial method among back war.
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,3273,Male,4,Manufacturing Director,Married,59020,0,12,1,14,2,13,3,7,Involuntary,Finish something start activity full professor.
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,3274,Male,1,Human Resources,Single,86390,5,16,2,6,3,3,0,2,Voluntary,Traditional stay important save box.
47,No,Travel_Rarely,Research & Development,6,4,Other,3275,Male,2,Manager,Married,63470,1,14,0,26,2,26,3,0,Unk,
36,No,Travel_Rarely,Sales,6,3,Medical,3276,Female,2,Sales Executive,Married,42000,0,22,0,10,3,9,0,5,Unk,
29,No,Travel_Rarely,Research & Development,10,3,Other,3277,Male,1,Research Scientist,Married,34520,1,11,0,10,3,10,0,7,Unk,
58,Yes,Travel_Rarely,Research & Development,24,3,Other,3278,Female,2,Research Scientist,Single,43170,7,17,0,40,2,31,13,8,Retirement,Class table south receive democratic.
35,No,Travel_Rarely,Sales,10,4,Marketing,3279,Female,1,Research Scientist,Single,26320,3,13,3,7,3,2,2,2,Involuntary,Difference require discuss.
42,No,Travel_Rarely,Sales,15,1,Marketing,3280,Male,2,Laboratory Technician,Married,46680,9,18,2,8,2,4,0,2,Unk,
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,3281,Female,2,Sales Executive,Single,32040,6,16,1,5,4,2,2,1,Voluntary,Keep position nature most anything eat blue.
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3282,Male,2,Healthcare Representative,Married,27200,4,14,1,8,3,5,0,4,Resignation,Sport information for admit language mention.
32,No,Travel_Rarely,Research & Development,3,1,Medical,3283,Male,2,Manufacturing Director,Married,171810,1,14,0,14,2,14,6,8,Resignation,Stock avoid company tend tell success.
40,No,Travel_Frequently,Sales,9,3,Marketing,3284,Male,3,Manufacturing Director,Single,22380,6,14,0,10,3,1,0,0,Unk,
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,3285,Male,2,Research Director,Single,14830,5,13,0,12,3,0,0,0,Involuntary,President clearly teach recently care.
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3286,Male,1,Research Director,Single,56050,1,12,2,1,2,1,0,0,Unk,
42,No,Travel_Rarely,Research & Development,20,2,Medical,3287,Male,2,Sales Representative,Married,72950,1,15,0,10,3,9,7,8,Involuntary,Look area spend. Deal animal main interesting.
38,No,Travel_Frequently,Sales,4,3,Medical,3288,Male,2,Research Scientist,Divorced,23060,2,19,1,13,5,4,1,2,Unk,
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,3289,Male,3,Laboratory Technician,Single,23480,1,14,1,6,3,5,1,3,Unk,
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,3290,Female,2,Healthcare Representative,Married,89980,1,14,2,9,2,9,7,7,Unk,
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,3291,Male,4,Manufacturing Director,Single,43190,4,11,0,12,3,9,7,3,Unk,
43,No,Travel_Rarely,Research & Development,25,2,Medical,3292,Male,2,Healthcare Representative,Married,61320,6,13,0,22,3,4,1,0,Retirement,Talk into between trip final.
27,No,Travel_Rarely,Sales,2,4,Medical,3293,Male,2,Manager,Divorced,33460,1,21,1,9,2,9,0,8,Unk,
35,No,Travel_Rarely,Research & Development,1,3,Medical,3294,Male,1,Research Director,Single,108550,3,13,1,17,2,8,1,6,Unk,
28,No,Travel_Rarely,Sales,1,2,Technical Degree,3295,Female,1,Sales Executive,Married,22310,1,12,0,8,3,8,7,5,Unk,
34,No,Travel_Rarely,Sales,2,5,Life Sciences,3296,Male,4,Research Scientist,Married,23230,0,17,0,4,2,3,0,2,Unk,
26,Yes,Travel_Frequently,Research & Development,22,4,Other,3297,Female,1,Sales Executive,Married,20240,1,23,0,8,2,8,1,7,Unk,
27,No,Non-Travel,Sales,1,3,Technical Degree,3298,Female,1,Sales Executive,Married,27130,1,11,0,0,2,0,0,0,Voluntary,Vote growth sound wide art.
51,No,Travel_Rarely,Sales,16,3,Medical,3299,Male,3,Research Scientist,Married,94390,2,15,3,29,0,20,4,17,Unk,
44,No,Travel_Rarely,Sales,24,5,Medical,3300,Female,1,Sales Executive,Single,25660,9,11,1,10,3,5,2,3,Resignation,Exist how dog information accept around PM.
25,No,Travel_Rarely,Research & Development,17,3,Medical,3301,Male,1,Laboratory Technician,Single,199260,7,11,3,6,5,4,0,1,Retirement,Chance ever laugh sign indicate.
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3302,Male,3,Laboratory Technician,Divorced,24510,1,13,1,9,3,9,0,8,Retirement,Indicate less quality put listen nation.
35,No,Travel_Rarely,Sales,6,4,Medical,3303,Female,2,Manager,Single,94190,1,24,1,6,5,6,1,1,Unk,
36,No,Travel_Rarely,Sales,10,4,Marketing,3304,Male,3,Manager,Married,86860,1,13,0,18,2,18,4,11,Resignation,Like open news car seem garden people.
32,No,Travel_Rarely,Research & Development,3,4,Medical,3305,Female,4,Sales Executive,Divorced,30380,2,20,0,8,3,5,0,3,Involuntary,Base item do role debate perform.
30,No,Travel_Frequently,Research & Development,4,5,Medical,3306,Male,5,Sales Representative,Divorced,30580,9,14,1,10,2,5,0,3,Unk,
53,No,Travel_Rarely,Sales,6,3,Marketing,3307,Male,4,Sales Executive,Married,23250,7,18,1,35,1,5,0,4,Unk,
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,3308,Male,2,Healthcare Representative,Divorced,20880,4,15,3,18,2,5,0,2,Unk,
32,No,Travel_Rarely,Sales,10,3,Marketing,3309,Female,1,Human Resources,Married,30720,5,12,0,9,4,5,1,3,Involuntary,Program deal run.
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,3310,Male,2,Laboratory Technician,Married,50060,3,16,1,31,2,9,0,0,Retirement,Great parent relate growth summer.
37,No,Travel_Rarely,Sales,24,2,Life Sciences,3311,Female,4,Laboratory Technician,Divorced,42570,4,15,0,9,2,1,0,0,Involuntary,Above fight animal support beautiful.
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,3312,Female,1,Healthcare Representative,Divorced,25000,1,16,2,6,3,5,0,4,Involuntary,Better design cause yet history decide.
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3313,Male,1,Sales Representative,Married,11020,6,19,0,4,3,2,2,2,Unk,
44,No,Travel_Rarely,Research & Development,22,3,Medical,3314,Female,1,Laboratory Technician,Married,104530,2,11,1,10,2,3,0,2,Unk,
42,No,Travel_Frequently,Sales,13,4,Life Sciences,3315,Female,2,Laboratory Technician,Single,22880,5,16,1,8,4,2,2,2,Unk,
36,No,Travel_Rarely,Research & Development,14,3,Other,3316,Male,2,Research Scientist,Married,39290,0,24,0,6,6,5,0,3,Voluntary,Defense pressure according more mind bed number.
25,No,Travel_Rarely,Sales,11,3,Life Sciences,3317,Female,1,Laboratory Technician,Married,23110,1,11,1,5,2,5,0,3,Voluntary,Risk management money field.
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3318,Female,1,Healthcare Representative,Married,31400,1,13,1,17,2,17,5,15,Unk,
35,Yes,Travel_Frequently,Sales,8,2,Marketing,3319,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,10,7,8,Unk,
32,No,Non-Travel,Research & Development,21,3,Life Sciences,3320,Male,1,Sales Executive,Divorced,44500,0,13,0,4,3,3,0,2,Resignation,Opportunity upon apply and world.
25,No,Travel_Rarely,Sales,5,3,Marketing,3321,Female,4,Research Scientist,Married,27560,1,12,2,5,2,5,0,3,Unk,
49,No,Travel_Rarely,Sales,9,3,Technical Degree,3322,Female,2,Sales Representative,Married,190330,2,18,1,7,5,4,0,2,Unk,
24,No,Non-Travel,Research & Development,2,5,Technical Degree,3323,Male,2,Healthcare Representative,Married,187220,0,22,1,6,3,5,3,4,Unk,
32,No,Travel_Frequently,Research & Development,12,5,Medical,3324,Male,1,Research Scientist,Married,95470,1,13,1,10,3,10,5,3,Unk,
38,No,Travel_Rarely,Sales,22,2,Medical,3325,Male,1,Sales Executive,Married,137340,0,13,0,3,3,2,1,2,Unk,
42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,3326,Female,2,Research Scientist,Married,199990,2,23,1,17,6,5,1,3,Unk,
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3327,Female,3,Sales Executive,Married,22790,3,12,1,8,3,6,0,2,Unk,
29,Yes,Travel_Rarely,Sales,3,3,Marketing,3328,Male,3,Laboratory Technician,Divorced,59160,6,12,0,5,2,3,0,2,Involuntary,Standard stuff girl site.
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3329,Male,1,Sales Representative,Married,20890,5,16,0,28,2,2,2,2,Unk,
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3330,Male,3,Healthcare Representative,Married,167920,3,12,1,16,3,13,4,8,Unk,
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,3331,Female,3,Human Resources,Married,35640,5,11,0,10,1,5,0,0,Resignation,Less boy reflect quickly health respond million.
53,No,Travel_Rarely,Research & Development,1,1,Medical,3332,Male,1,Sales Executive,Single,44250,6,22,1,33,2,12,3,8,Voluntary,Material owner together travel so conference.
43,No,Travel_Frequently,Research & Development,1,3,Medical,3333,Male,1,Laboratory Technician,Married,52650,4,11,1,12,4,5,2,2,Resignation,Now should knowledge the turn toward natural.
47,No,Travel_Rarely,Sales,15,4,Marketing,3334,Female,3,Research Director,Married,65530,0,15,0,8,2,7,7,7,Unk,
37,No,Non-Travel,Research & Development,1,5,Medical,3335,Female,2,Research Scientist,Single,62610,1,12,0,10,1,10,0,9,Unk,
50,No,Non-Travel,Research & Development,17,3,Medical,3336,Female,1,Laboratory Technician,Divorced,42980,1,20,1,31,6,31,14,7,Unk,
39,No,Travel_Rarely,Research & Development,1,3,Other,3337,Female,3,Human Resources,Married,68040,8,14,1,13,3,5,0,4,Unk,
33,No,Travel_Rarely,Sales,7,3,Life Sciences,3338,Male,2,Manufacturing Director,Divorced,38150,3,11,1,7,3,4,0,3,Unk,
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,3339,Female,1,Laboratory Technician,Single,27410,1,15,1,1,5,1,0,1,Involuntary,Traditional force look heart talk plan.
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3340,Female,4,Healthcare Representative,Divorced,66730,6,12,1,8,2,4,0,3,Unk,
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,3341,Male,2,Manufacturing Director,Married,76390,1,14,0,8,6,8,7,1,Unk,
28,No,Travel_Rarely,Sales,24,5,Life Sciences,3342,Female,1,Research Scientist,Single,23280,1,11,2,4,3,4,0,2,Retirement,Medical painting rich whole here.
58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,3343,Male,1,Sales Executive,Divorced,21530,9,11,0,3,3,1,0,0,Unk,
43,No,Travel_Rarely,Sales,7,4,Marketing,3344,Male,2,Sales Executive,Divorced,48760,4,16,2,4,4,1,0,0,Unk,
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,3345,Male,2,Sales Executive,Single,93960,1,12,0,2,6,2,0,2,Unk,
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,3346,Male,2,Sales Executive,Single,104000,1,13,1,1,2,1,0,0,Unk,
36,No,Travel_Rarely,Research & Development,26,4,Medical,3347,Male,1,Laboratory Technician,Married,84740,0,14,0,17,3,16,4,11,Involuntary,Prepare simply play edge.
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3348,Male,2,Manufacturing Director,Single,99810,1,21,1,3,3,3,1,2,Involuntary,Decision fill total.
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,3349,Female,1,Laboratory Technician,Married,124900,0,13,0,4,3,3,0,2,Retirement,Camera parent choose add edge product keep.
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,3350,Female,2,Sales Executive,Divorced,26570,4,11,0,10,3,7,1,0,Unk,
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3351,Female,3,Manager,Divorced,135910,5,20,1,6,2,2,2,2,Resignation,Big author those five today.
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,3352,Female,4,Human Resources,Married,66960,7,11,0,8,3,2,2,2,Unk,
27,No,Travel_Rarely,Research & Development,1,3,Medical,3353,Male,1,Research Scientist,Single,20580,1,14,1,1,5,1,0,0,Unk,
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,3354,Male,2,Human Resources,Divorced,88650,1,11,1,1,0,1,1,0,Unk,
42,No,Travel_Rarely,Sales,11,1,Technical Degree,3355,Male,2,Human Resources,Single,59400,7,16,0,10,2,5,0,3,Involuntary,Be minute last meet former. Rich her account top.
33,No,Travel_Rarely,Sales,2,3,Marketing,3356,Female,1,Sales Executive,Single,59140,3,16,1,6,4,3,0,2,Resignation,Need either go.
